,èäìæ,ízîNêî,ínàÊêlå˚,à‹ìx,åoìx,èZëÓâøäi,ïîâÆêî/êl,êQé∫êî/êl
14394,2.79,41.0,1015.0,32.75,-117.24,2.26,1.9596059113300495,0.5064039408866996
14395,2.6625,36.0,577.0,32.74,-117.25,2.482,2.149046793760832,0.537261698440208
14396,2.2017,32.0,1731.0,32.75,-117.25,2.083,2.051415366839977,0.5990756787983824
14397,1.7622,36.0,974.0,32.75,-117.25,2.058,1.9804928131416837,0.5400410677618069
14398,2.2042,33.0,1057.0,32.75,-117.24,2.313,1.8732261116367077,0.5808893093661306
14399,2.4672,37.0,645.0,32.75,-117.25,2.167,1.8434108527131783,0.5844961240310077
14400,2.2328,34.0,508.0,32.75,-117.28,2.667,1.931102362204724,0.6161417322834646
14401,2.375,37.0,651.0,32.79,-117.25,3.404,2.2534562211981566,0.6789554531490015
14402,1.8365,43.0,458.0,32.79,-117.25,3.286,1.9781659388646289,0.5240174672489082
14403,2.7857,36.0,710.0,32.78,-117.25,2.917,2.1507042253521127,0.6014084507042253
14404,2.45,21.0,658.0,32.78,-117.25,3.5,2.2477203647416415,0.7355623100303952
14405,4.3403,38.0,442.0,32.77,-117.28,5.0,2.8665158371040724,0.7692307692307693
14406,3.18,32.0,973.0,32.77,-117.25,3.625,2.077081192189106,0.538540596094553
14407,4.0313,35.0,1126.0,32.77,-117.25,3.853,2.2149200710479575,0.6127886323268206
14408,4.9125,38.0,836.0,32.76,-117.25,4.526,2.7882775119617227,0.5897129186602871
14409,3.4527,22.0,1010.0,32.78,-117.22,1.75,2.0,0.46138613861386146
14410,3.5484,23.0,989.0,32.79,-117.23,2.38,2.6066734074823055,0.6723963599595552
14411,3.625,28.0,1082.0,32.79,-117.23,2.667,2.267097966728281,0.598890942698706
14412,4.6293,35.0,746.0,32.78,-117.23,3.565,2.210455764075067,0.4758713136729222
14413,4.1742,44.0,892.0,32.78,-117.24,3.422,2.4349775784753365,0.4831838565022421
14414,4.1652,17.0,403.0,32.79,-117.24,2.417,2.8511166253101736,0.6600496277915633
14415,3.4306,18.0,964.0,32.79,-117.24,2.75,2.633817427385892,0.6390041493775933
14416,3.1838,20.0,525.0,32.79,-117.24,2.458,1.8304761904761906,0.5295238095238096
14417,2.6902,25.0,566.0,32.79,-117.24,2.125,3.7720848056537104,1.2208480565371025
14418,3.2625,18.0,508.0,32.79,-117.24,1.938,3.427165354330709,1.18503937007874
14419,1.7273,19.0,525.0,32.8,-117.21,1.375,1.497142857142857,0.5371428571428571
14420,2.93,23.0,1029.0,32.8,-117.22,1.833,1.8522837706511177,0.5102040816326531
14421,2.3482,22.0,1751.0,32.8,-117.23,1.906,1.7024557395773843,0.4985722444317533
14422,2.4643,27.0,776.0,32.8,-117.23,2.444,1.6713917525773196,0.4574742268041237
14423,3.8026,28.0,996.0,32.81,-117.23,2.7,1.5140562248995983,0.2640562248995984
14424,3.7813,21.0,902.0,32.81,-117.22,3.625,1.8880266075388024,0.37139689578713964
14425,3.2663,37.0,490.0,32.8,-117.25,2.706,2.236734693877551,0.5306122448979592
14426,2.5568,32.0,731.0,32.8,-117.25,2.583,2.1901504787961694,0.6402188782489739
14427,2.5813,30.0,1007.0,32.8,-117.25,2.531,2.0466732869910627,0.6266137040714995
14428,2.9781,31.0,1069.0,32.8,-117.25,2.125,2.0411599625818524,0.5893358278765201
14429,3.0774,27.0,455.0,32.79,-117.25,2.75,1.8637362637362638,0.6593406593406594
14430,3.6429,25.0,735.0,32.79,-117.25,3.171,2.213605442176871,0.5102040816326531
14431,3.5486,20.0,615.0,32.8,-117.28,1.938,2.9886178861788615,0.8780487804878049
14432,3.225,21.0,1011.0,32.8,-117.23,2.294,2.4025717111770524,0.5727002967359051
14433,2.6403,31.0,724.0,32.8,-117.23,2.161,1.9378453038674033,0.5359116022099447
14434,3.0293,28.0,1849.0,32.8,-117.23,2.417,1.8274743104380746,0.4964845862628447
14435,2.9258,26.0,1492.0,32.8,-117.24,2.348,2.3009383378016084,0.5851206434316353
14436,2.1357,28.0,692.0,32.8,-117.24,1.875,1.549132947976879,0.4783236994219654
14437,3.8018,18.0,874.0,32.8,-117.24,1.125,2.522883295194508,0.7562929061784897
14438,2.288,19.0,868.0,32.8,-117.24,2.1,2.1463133640552994,0.5725806451612904
14439,2.4671,30.0,828.0,32.8,-117.24,2.763,2.3152173913043477,0.5579710144927535
14440,3.101,29.0,1513.0,32.8,-117.24,2.382,2.2313284864507605,0.5829477858559154
14441,3.3942,32.0,1020.0,32.81,-117.25,3.074,2.354901960784314,0.5401960784313725
14442,4.2296,35.0,1005.0,32.8,-117.25,2.75,2.269651741293532,0.5034825870646766
14443,3.3274,26.0,1134.0,32.8,-117.25,2.955,2.1534391534391535,0.5811287477954145
14444,2.8421,25.0,1060.0,32.81,-117.26,2.278,1.9584905660377359,0.5528301886792453
14445,2.3284,30.0,577.0,32.81,-117.26,2.906,2.3015597920277298,0.5996533795493935
14446,2.92,37.0,650.0,32.81,-117.26,3.265,2.486153846153846,0.6476923076923076
14448,3.744,30.0,650.0,32.8,-117.26,4.5,2.2246153846153844,0.5923076923076923
14449,5.4103,33.0,683.0,32.81,-117.24,3.324,2.3250366032210836,0.42313323572474376
14450,6.5881,34.0,917.0,32.81,-117.24,3.944,2.6390403489640133,0.42639040348964014
14451,3.9187,39.0,765.0,32.81,-117.25,3.119,2.4130718954248365,0.45751633986928103
14452,3.2109,34.0,870.0,32.84,-117.27,3.76,1.902298850574713,0.5172413793103449
14453,2.9306,41.0,640.0,32.84,-117.28,3.603,2.21875,0.528125
14454,3.875,39.0,805.0,32.83,-117.27,4.1,2.3316770186335405,0.529192546583851
14455,3.7306,34.0,933.0,32.83,-117.28,5.0,2.5637727759914255,0.69989281886388
14458,4.5083,42.0,1175.0,32.82,-117.27,4.052,2.4,0.4153191489361702
14460,2.3187,34.0,780.0,32.85,-117.27,4.889,2.698717948717949,0.5692307692307692
14461,3.7596,21.0,1015.0,32.84,-117.28,3.813,2.41871921182266,0.6502463054187191
14462,4.425,26.0,608.0,32.85,-117.27,4.75,2.258223684210526,0.5526315789473685
14464,5.9359,24.0,1496.0,32.81,-117.23,4.222,2.1864973262032086,0.339572192513369
14465,8.1844,22.0,1083.0,32.81,-117.23,4.063,2.959372114496768,0.3961218836565097
14466,7.2559,20.0,731.0,32.82,-117.24,3.923,3.3748290013679885,0.45417236662106697
14471,1.858,18.0,6303.0,32.88,-117.23,2.05,0.8830715532286213,0.2324290020625099
14472,4.6875,26.0,694.0,32.85,-117.22,2.744,2.373198847262248,0.3760806916426513
14473,8.051,19.0,1154.0,32.84,-117.22,3.636,2.331889081455806,0.3006932409012132
14474,6.3955,25.0,1634.0,32.85,-117.23,3.167,2.58812729498164,0.3678090575275398
14475,6.5382,24.0,1573.0,32.86,-117.21,3.26,2.2860775588048314,0.3140495867768595
14476,5.3693,26.0,654.0,32.86,-117.21,2.607,2.067278287461774,0.308868501529052
14477,4.2065,15.0,901.0,32.85,-117.21,2.778,2.8779134295227524,0.5782463928967814
14478,5.4067,26.0,872.0,32.85,-117.21,2.775,2.3073394495412844,0.36123853211009177
14479,7.4351,18.0,949.0,32.83,-117.24,4.457,3.2760800842992626,0.5279241306638568
14480,7.8013,19.0,1773.0,32.82,-117.25,4.74,2.9639029892837,0.42978003384094754
14490,6.7587,18.0,904.0,32.85,-117.24,3.885,3.4480088495575227,0.5254424778761062
14492,6.1805,18.0,2030.0,32.86,-117.19,2.724,2.0842364532019704,0.3586206896551724
14493,5.2113,19.0,1788.0,32.86,-117.19,2.674,2.0782997762863533,0.31487695749440714
14494,4.7891,22.0,1297.0,32.85,-117.2,2.953,2.699306090979183,0.4865073245952197
14495,2.4207,26.0,980.0,32.85,-117.2,2.135,2.3448979591836734,0.560204081632653
14496,5.102,15.0,1164.0,32.85,-117.19,4.175,2.4871134020618557,0.42783505154639173
14497,3.0104,15.0,1034.0,32.87,-117.23,2.042,2.2147001934235977,0.6402321083172147
14498,5.2326,16.0,604.0,32.86,-117.23,1.883,2.7731788079470197,0.5860927152317881
14499,3.6083,15.0,510.0,32.86,-117.23,1.801,2.350980392156863,0.5901960784313726
14500,5.0855,15.0,587.0,32.86,-117.23,2.098,2.901192504258944,0.545144804088586
14501,3.045,16.0,648.0,32.86,-117.23,1.0,1.8518518518518519,0.7222222222222222
14502,5.417,11.0,1223.0,32.87,-117.23,1.968,2.553556827473426,0.6050695012264923
14503,3.2794,16.0,1267.0,32.86,-117.21,1.486,2.2099447513812156,0.44672454617206
14504,3.35,14.0,1835.0,32.87,-117.22,1.71,1.9138964577656676,0.4397820163487739
14505,3.6287,4.0,7604.0,32.86,-117.22,2.808,2.1421620199894793,0.6029721199368754
14506,3.8542,5.0,1599.0,32.87,-117.22,1.766,2.1957473420888056,0.6303939962476549
14507,3.3176,14.0,1592.0,32.89,-117.21,1.561,1.9560301507537692,0.48555276381909557
14508,3.9356,4.0,1923.0,32.86,-117.2,2.67,2.2402496099843994,0.5694227769110765
14509,4.1429,12.0,528.0,32.87,-117.21,2.544,2.7045454545454546,0.5738636363636364
14510,4.875,15.0,702.0,32.91,-117.15,1.693,2.297720797720798,0.43162393162393164
14511,4.9464,14.0,889.0,32.91,-117.15,1.748,1.4161979752530933,0.2677165354330709
14512,6.0891,5.0,1063.0,32.91,-117.16,2.146,1.5230479774223895,0.2558795860771402
14513,4.8229,10.0,1598.0,32.91,-117.15,1.832,1.4699624530663329,0.26971214017521905
14514,4.2008,12.0,1050.0,32.9,-117.15,1.761,1.600952380952381,0.3628571428571429
14515,4.3598,5.0,5006.0,32.89,-117.16,1.891,1.7131442269276869,0.38993208150219744
14516,2.8728,8.0,1742.0,32.91,-117.12,1.146,1.9546498277841562,0.5516647531572904
14517,3.6111,15.0,747.0,32.91,-117.13,1.963,1.9410977242302543,0.35609103078982596
14518,4.2969,16.0,1825.0,32.91,-117.13,1.512,1.7698630136986302,0.31726027397260276
14519,4.0,16.0,1619.0,32.91,-117.13,1.547,1.6769610870907967,0.35886349598517603
14520,3.7837,14.0,2165.0,32.91,-117.14,1.603,1.3921478060046188,0.3279445727482678
14521,4.2234,16.0,2054.0,32.9,-117.14,1.621,1.5662122687439142,0.3485881207400195
14522,3.7156,15.0,1798.0,32.9,-117.13,1.752,1.5489432703003336,0.3581757508342603
14523,2.8588,14.0,1929.0,32.9,-117.12,0.925,1.6842923794712283,0.48574390876101603
14524,4.6667,13.0,854.0,32.9,-117.12,1.382,2.040983606557377,0.42505854800936765
14525,4.2614,16.0,1460.0,32.92,-117.13,1.696,1.4883561643835617,0.2732876712328767
14526,3.6196,17.0,1002.0,32.92,-117.13,1.634,1.4780439121756488,0.3143712574850299
14527,3.2151,7.0,766.0,32.92,-117.14,1.063,1.7075718015665797,0.5456919060052219
14528,3.814,6.0,1541.0,32.92,-117.14,1.325,1.991563919532771,0.48669695003244645
14529,4.9706,15.0,1936.0,32.92,-117.14,1.847,1.674586776859504,0.30733471074380164
14530,4.7266,16.0,917.0,32.92,-117.13,1.911,1.723009814612868,0.2628135223555071
14531,5.5036,16.0,893.0,32.92,-117.13,1.923,1.7525195968645018,0.2877939529675252
14532,4.9375,15.0,2797.0,32.94,-117.13,1.804,1.7325706113693242,0.29495888451912766
14533,5.3062,16.0,1697.0,32.93,-117.13,1.955,1.719505008839128,0.26163818503241015
14534,4.2109,14.0,1205.0,32.93,-117.14,1.712,1.6149377593360996,0.38423236514522824
14535,4.0521,12.0,1009.0,32.93,-117.14,1.667,1.4608523290386521,0.3607532210109019
14536,4.5086,16.0,1612.0,32.93,-117.14,1.711,1.4962779156327544,0.25992555831265507
14537,5.3625,7.0,927.0,32.93,-117.12,2.189,1.5393743257820929,0.2621359223300971
14538,5.1433,16.0,1515.0,32.93,-117.15,1.853,1.794059405940594,0.2891089108910891
14539,5.2864,15.0,949.0,32.92,-117.14,1.744,1.6417281348788197,0.3308746048472076
14540,4.4615,16.0,1377.0,32.92,-117.15,1.683,1.4320987654320987,0.29193899782135074
14541,4.9024,16.0,1482.0,32.92,-117.15,1.829,1.5964912280701755,0.26450742240215924
14542,4.5221,16.0,1594.0,32.92,-117.15,1.683,1.8626097867001254,0.3224592220828105
14543,5.196,4.0,7560.0,32.92,-117.18,2.107,1.9874338624338623,0.346031746031746
14544,6.6199,18.0,1970.0,32.96,-117.25,4.062,2.4228426395939087,0.3771573604060913
14547,6.7694,16.0,1829.0,32.94,-117.25,4.259,2.5997813012575177,0.4412247129579005
14548,5.9806,15.0,673.0,32.94,-117.25,3.705,2.6805349182763742,0.5037147102526003
14549,5.9547,18.0,547.0,32.95,-117.24,3.293,2.9085923217550276,0.489945155393053
14550,5.2648,12.0,792.0,32.94,-117.24,2.944,2.7335858585858586,0.5517676767676767
14551,6.4321,5.0,1158.0,32.98,-117.13,2.719,1.9654576856649395,0.26856649395509496
14552,6.4696,10.0,1700.0,32.97,-117.13,2.495,2.050588235294118,0.27588235294117647
14553,6.3237,4.0,8980.0,32.95,-117.18,2.609,2.115924276169265,0.2993318485523385
14554,6.3721,12.0,2936.0,32.96,-117.14,2.415,2.0262261580381473,0.2721389645776567
14555,6.712,15.0,1180.0,32.96,-117.13,2.402,1.9211864406779662,0.24745762711864408
14556,7.6348,4.0,2607.0,32.98,-117.24,3.37,2.4637514384349823,0.399693133870349
14557,8.4355,3.0,2330.0,32.96,-117.21,4.676,2.682832618025751,0.4240343347639485
14558,6.357,4.0,7301.0,32.95,-117.22,3.225,2.482262703739214,0.4345980002739351
14559,3.7841,34.0,1512.0,32.83,-117.22,1.769,1.9417989417989419,0.3948412698412698
14560,5.4605,31.0,1924.0,32.83,-117.22,1.902,2.057172557172557,0.37785862785862784
14561,5.7451,17.0,553.0,32.83,-117.22,2.373,2.0325497287522603,0.33815551537070526
14562,3.4318,31.0,1164.0,32.83,-117.22,2.004,2.1975945017182132,0.43986254295532645
14563,3.5234,35.0,423.0,32.82,-117.22,1.839,1.7872340425531914,0.3191489361702128
14564,4.55,34.0,1583.0,32.84,-117.2,1.877,2.1181301326595072,0.34365129500947567
14565,3.2583,32.0,989.0,32.84,-117.2,1.814,2.055611729019211,0.39838220424671383
14566,4.5402,34.0,1046.0,32.84,-117.21,1.821,2.063097514340344,0.34990439770554493
14567,2.5909,36.0,623.0,32.83,-117.2,1.76,1.7479935794542532,0.3852327447833066
14568,3.5078,36.0,806.0,32.83,-117.21,1.66,1.8300248138957815,0.4069478908188585
14569,4.1806,28.0,1334.0,32.83,-117.21,1.996,2.429535232383808,0.3995502248875562
14570,3.4482,35.0,1340.0,32.83,-117.21,1.625,1.6858208955223881,0.3738805970149254
14571,4.3862,33.0,1954.0,32.81,-117.21,1.848,2.4426816786079835,0.4467758444216991
14572,3.8529,31.0,866.0,32.82,-117.21,2.12,2.3498845265588915,0.44226327944572746
14573,5.2837,27.0,495.0,32.81,-117.21,2.838,2.6626262626262625,0.4363636363636364
14574,3.7963,22.0,1476.0,32.82,-117.22,3.031,2.532520325203252,0.5386178861788617
14575,3.5078,24.0,335.0,32.81,-117.22,3.625,2.1791044776119404,0.5850746268656717
14576,2.8472,35.0,792.0,32.83,-117.2,1.614,1.7386363636363635,0.441919191919192
14577,3.9464,35.0,643.0,32.82,-117.2,1.716,1.8926905132192846,0.3421461897356143
14578,3.337,35.0,1392.0,32.82,-117.2,1.723,1.9913793103448276,0.3857758620689655
14579,5.0465,34.0,1619.0,32.82,-117.19,2.082,2.378011117974058,0.37554045707226685
14580,5.253,35.0,442.0,32.82,-117.19,2.04,2.429864253393665,0.4072398190045249
14581,4.9219,35.0,945.0,32.82,-117.19,1.929,2.3248677248677247,0.37354497354497357
14582,3.6667,31.0,1476.0,32.84,-117.18,1.759,2.075880758807588,0.3895663956639566
14583,3.5606,30.0,1272.0,32.84,-117.18,1.651,1.800314465408805,0.4111635220125786
14584,4.2768,32.0,823.0,32.84,-117.18,1.678,1.6415552855407047,0.28797083839611176
14585,5.5277,30.0,1250.0,32.84,-117.19,1.971,1.9936000000000003,0.32480000000000003
14586,3.875,35.0,1001.0,32.84,-117.19,1.72,2.260739260739261,0.42657342657342656
14587,3.375,23.0,1218.0,32.83,-117.18,1.841,1.7282430213464697,0.43103448275862066
14588,4.0114,30.0,1240.0,32.83,-117.19,1.698,1.8451612903225807,0.36129032258064514
14589,4.3317,30.0,1601.0,32.83,-117.19,1.733,2.014366021236727,0.3466583385384135
14590,5.3538,24.0,1591.0,32.83,-117.17,2.125,2.2256442489000627,0.3331238214959145
14591,2.7401,24.0,911.0,32.82,-117.17,1.981,1.781558726673985,0.45773874862788144
14592,3.0375,21.0,1471.0,32.82,-117.17,1.976,1.9503738953093135,0.4051665533650578
14593,4.2708,27.0,1105.0,32.83,-117.18,1.828,2.123076923076923,0.3610859728506787
14594,3.9265,31.0,1090.0,32.83,-117.18,1.62,1.6256880733944954,0.32385321100917436
14595,4.6875,28.0,1098.0,32.82,-117.16,1.88,2.086520947176685,0.33788706739526414
14596,4.739,26.0,974.0,32.81,-117.17,1.841,2.48870636550308,0.39835728952772076
14597,5.0603,26.0,346.0,32.81,-117.17,1.857,2.2774566473988442,0.36705202312138735
14598,3.1032,19.0,3784.0,32.81,-117.18,1.795,1.8031183932346724,0.398784355179704
14599,3.1146,24.0,715.0,32.82,-117.17,1.875,2.1944055944055947,0.5272727272727272
14600,2.2899,14.0,2046.0,32.81,-117.16,1.59,2.115347018572825,0.5376344086021505
14601,3.6806,35.0,532.0,32.81,-117.16,1.724,2.280075187969925,0.37593984962406013
14602,3.0625,37.0,211.0,32.8,-117.16,1.597,2.0,0.3744075829383886
14603,2.5,22.0,1213.0,32.8,-117.16,1.778,1.8623248145094806,0.5226710634789777
14604,3.6371,34.0,1021.0,32.81,-117.16,1.763,2.22820763956905,0.3672869735553379
14605,4.22,33.0,1355.0,32.81,-117.17,1.787,2.2612546125461255,0.37343173431734317
14606,2.2284,25.0,896.0,32.83,-117.14,1.775,2.411830357142857,0.515625
14607,4.5625,25.0,722.0,32.82,-117.18,1.623,2.4321329639889195,0.41689750692520766
14608,4.7679,28.0,1503.0,32.81,-117.18,2.04,2.286094477711244,0.3572854291417166
14609,5.1491,33.0,2221.0,32.81,-117.19,2.07,2.3529941467807296,0.375056280954525
14610,5.5454,10.0,1605.0,32.8,-117.18,2.171,2.3806853582554517,0.39314641744548284
14611,3.8542,30.0,1022.0,32.8,-117.18,1.985,2.4031311154598827,0.3816046966731898
14612,3.2661,30.0,2961.0,32.79,-117.18,1.404,1.756501182033097,0.3728470111448835
14613,2.2663,44.0,3009.0,32.79,-117.17,1.236,0.7517447657028913,0.2150216018610834
14614,2.1447,43.0,946.0,32.79,-117.17,1.333,1.3414376321353065,0.313953488372093
14615,2.5682,25.0,1308.0,32.8,-117.16,1.875,1.069571865443425,0.2515290519877676
14616,3.4706,20.0,1822.0,32.8,-117.17,1.576,1.5515916575192097,0.3040614709110867
14617,2.75,27.0,1211.0,32.8,-117.15,0.875,1.5995045417010736,0.4434351775392238
14618,3.7292,23.0,2284.0,32.8,-117.15,1.463,1.0485989492119088,0.20840630472854638
14619,3.6375,24.0,1697.0,32.78,-117.16,1.786,2.101355332940483,0.4507955215085445
14620,3.3375,32.0,1569.0,32.79,-117.16,1.543,1.1032504780114722,0.26322498406628425
14621,2.3658,17.0,3102.0,32.78,-117.17,1.641,1.2395228884590586,0.3388136686009026
14622,3.7381,34.0,1594.0,32.78,-117.16,1.65,1.5777917189460477,0.30614805520702637
14623,2.2768,42.0,892.0,32.78,-117.17,1.452,1.2376681614349776,0.3419282511210762
14624,3.767,35.0,695.0,32.77,-117.17,1.668,2.01294964028777,0.3942446043165468
14625,4.5481,6.0,1547.0,32.77,-117.17,1.648,2.4925662572721397,0.5656108597285068
14626,2.7386,16.0,913.0,32.77,-117.18,0.875,2.6002190580503832,0.8543263964950711
14627,3.6492,8.0,1297.0,32.76,-117.18,1.589,2.848111025443331,0.7686969930609098
14628,2.6493,17.0,327.0,32.76,-117.18,0.675,2.174311926605504,0.7767584097859326
14629,3.0481,21.0,3122.0,32.78,-117.18,2.1,1.340486867392697,0.32607303010890454
14630,3.4,23.0,592.0,32.77,-117.18,2.006,2.052364864864865,0.3800675675675676
14631,5.5413,26.0,1062.0,32.81,-117.21,3.021,2.3502824858757063,0.38323917137476465
14632,3.8542,34.0,2089.0,32.8,-117.2,2.0,2.3235998085208234,0.4365725227381523
14633,5.0958,16.0,746.0,32.79,-117.2,3.0,2.78686327077748,0.5281501340482574
14634,4.2417,33.0,1084.0,32.8,-117.2,2.941,2.373616236162362,0.4022140221402214
14635,3.7102,34.0,532.0,32.8,-117.21,2.896,2.6278195488721803,0.41729323308270677
14636,3.1304,16.0,1235.0,32.8,-117.19,1.663,2.099595141700405,0.6429149797570849
14637,2.3599,36.0,1620.0,32.8,-117.2,1.684,2.4802469135802467,0.658641975308642
14638,3.8571,36.0,665.0,32.79,-117.19,2.351,2.2766917293233084,0.3879699248120301
14639,3.3713,35.0,777.0,32.79,-117.19,2.384,2.301158301158301,0.4864864864864865
14640,4.7788,31.0,1245.0,32.79,-117.2,2.76,2.744578313253012,0.42811244979919677
14641,4.5987,29.0,654.0,32.79,-117.2,2.556,1.8547400611620795,0.3486238532110092
14642,3.2312,34.0,409.0,32.79,-117.2,1.922,1.8508557457212713,0.5183374083129584
14643,4.4097,34.0,1659.0,32.78,-117.19,2.52,2.4761904761904763,0.4002411091018686
14644,4.0057,38.0,1132.0,32.78,-117.2,2.416,2.351590106007067,0.4399293286219082
14645,3.765,30.0,3185.0,32.77,-117.19,2.38,0.8624803767660912,0.20094191522762953
14646,4.1368,16.0,1305.0,32.77,-117.19,1.51,2.5080459770114945,0.5134099616858238
14647,3.8571,9.0,248.0,32.77,-117.19,1.438,2.556451612903226,0.6129032258064516
14648,2.4397,14.0,1645.0,32.77,-117.19,1.406,2.1732522796352582,0.6030395136778115
14649,3.2679,30.0,77.0,32.77,-117.2,1.375,2.0259740259740258,0.5844155844155844
14650,2.8621,31.0,936.0,32.77,-117.2,1.969,2.0854700854700856,0.5032051282051283
14651,3.1458,34.0,900.0,32.81,-117.15,1.783,1.81,0.35333333333333333
14652,2.3578,41.0,1070.0,32.8,-117.15,1.667,1.3205607476635515,0.24392523364485982
14653,2.1157,41.0,1813.0,32.8,-117.14,1.569,1.3364589078874793,0.25868725868725867
14654,3.9417,33.0,1256.0,32.8,-117.14,1.798,2.125796178343949,0.3463375796178344
14655,2.5368,35.0,710.0,32.8,-117.14,1.696,1.7845070422535212,0.2985915492957747
14656,4.7813,35.0,1568.0,32.79,-117.14,1.886,2.2818877551020407,0.3711734693877551
14657,5.25,25.0,611.0,32.78,-117.15,2.051,2.5810147299509003,0.4353518821603928
14658,5.282,31.0,422.0,32.79,-117.14,1.83,2.3317535545023698,0.38151658767772517
14659,2.7652,19.0,1349.0,32.81,-117.13,1.774,1.5989621942179393,0.4106745737583395
14660,4.4886,34.0,800.0,32.81,-117.14,1.791,2.185,0.3675
14661,3.7237,15.0,784.0,32.8,-117.13,1.083,2.048469387755102,0.47831632653061223
14662,4.5568,33.0,1263.0,32.8,-117.13,1.753,2.1623119556611243,0.36104513064133015
14663,3.8719,29.0,1392.0,32.8,-117.12,1.742,2.0567528735632186,0.38362068965517243
14664,3.2308,26.0,1202.0,32.81,-117.13,1.665,1.7628951747088186,0.36938435940099834
14665,3.8125,31.0,879.0,32.8,-117.12,1.663,1.9647326507394767,0.3890784982935154
14666,3.9732,35.0,1044.0,32.8,-117.13,1.749,2.039272030651341,0.36590038314176243
14667,4.2098,35.0,723.0,32.79,-117.13,1.741,2.016597510373444,0.3623789764868603
14668,3.6458,35.0,698.0,32.79,-117.13,1.738,1.9512893982808024,0.34813753581661894
14669,4.2621,4.0,1309.0,32.78,-117.12,1.242,2.125286478227655,0.6241405653170359
14670,2.9576,16.0,847.0,32.77,-117.15,0.922,2.427390791027155,0.7449822904368361
14671,5.5673,7.0,2710.0,32.81,-117.09,2.882,2.2509225092250924,0.43726937269372695
14672,2.6607,16.0,3174.0,32.82,-117.11,1.75,1.2539382482671708,0.2148708254568368
14673,2.875,17.0,1341.0,32.82,-117.11,1.125,1.3325876211782253,0.24608501118568232
14674,2.5953,15.0,2303.0,32.81,-117.11,0.675,1.488493269648285,0.21320017368649588
14675,3.2197,17.0,2791.0,32.8,-117.11,0.675,1.3937656753851666,0.20996058760300967
14676,2.15,15.0,247.0,32.8,-117.09,1.313,2.696356275303643,0.6153846153846154
14677,6.04,16.0,2020.0,32.84,-117.11,2.43,2.281188118811881,0.3113861386138614
14678,4.375,16.0,1771.0,32.82,-117.11,1.665,2.3946922642574817,0.5036702428006776
14679,6.2047,16.0,467.0,32.83,-117.1,2.481,2.246252676659529,0.3297644539614561
14680,4.3783,16.0,1820.0,32.83,-117.1,1.795,2.3153846153846156,0.4087912087912088
14681,4.8419,15.0,2001.0,32.83,-117.09,2.64,2.0679660169915044,0.31784107946026985
14682,7.1298,16.0,770.0,32.82,-117.08,2.786,2.3207792207792206,0.30649350649350654
14683,5.9734,10.0,2190.0,32.82,-117.08,2.717,2.36392694063927,0.3908675799086759
14684,6.4335,7.0,4446.0,32.83,-117.08,2.606,3.082096266306792,0.5290148448043184
14685,6.0266,8.0,777.0,32.83,-117.04,1.774,2.8378378378378373,0.4478764478764478
14686,10.3354,5.0,894.0,32.91,-117.07,4.776,2.498881431767338,0.28635346756152125
14687,9.2858,6.0,3146.0,32.9,-117.04,4.361,2.0740623013350286,0.26255562619198985
14688,3.625,25.0,1162.0,32.8,-117.08,1.845,2.5499139414802063,0.4750430292598967
14689,2.8631,20.0,999.0,32.79,-117.09,1.697,2.185185185185185,0.5345345345345346
14690,4.7188,36.0,915.0,32.8,-117.09,1.741,2.363934426229508,0.4010928961748634
14691,3.375,32.0,635.0,32.8,-117.08,1.781,2.4992125984251965,0.4220472440944882
14692,3.3849,16.0,1129.0,32.79,-117.11,0.969,2.2798937112488926,0.6829052258635961
14693,3.5179,16.0,1006.0,32.79,-117.11,1.293,1.7803180914512922,0.5149105367793241
14694,3.5562,16.0,1170.0,32.78,-117.11,0.735,2.111111111111111,0.7094017094017094
14695,3.6528,16.0,930.0,32.78,-117.11,1.332,2.3870967741935485,0.5505376344086022
14696,4.0982,36.0,683.0,32.79,-117.09,1.712,2.238653001464129,0.38945827232796487
14697,3.8333,36.0,861.0,32.79,-117.09,1.7,2.248548199767712,0.40069686411149824
14698,3.1964,31.0,872.0,32.79,-117.09,1.777,2.3153669724770642,0.4782110091743119
14699,2.9881,28.0,816.0,32.78,-117.09,1.653,2.093137254901961,0.48161764705882354
14700,5.1488,31.0,1017.0,32.8,-117.07,1.81,2.5073746312684366,0.38839724680432647
14701,3.9828,36.0,820.0,32.8,-117.07,1.689,2.473170731707317,0.42560975609756097
14702,3.9745,36.0,1711.0,32.79,-117.07,1.708,2.094097019286967,0.37521917007597894
14703,5.1782,23.0,1094.0,32.8,-117.07,1.951,2.4661791590493602,0.37477148080438755
14704,4.3594,15.0,778.0,32.81,-117.07,2.242,2.570694087403599,0.5167095115681234
14705,6.7927,17.0,1694.0,32.81,-117.06,2.347,2.3252656434474614,0.3246753246753247
14706,5.6402,17.0,771.0,32.81,-117.05,2.286,2.4448767833981844,0.3787289234760052
14707,3.7167,17.0,549.0,32.8,-117.05,1.804,2.686703096539162,0.5610200364298725
14708,5.5,17.0,973.0,32.8,-117.06,2.22,2.3093525179856114,0.3494347379239466
14709,7.8336,25.0,911.0,32.79,-117.07,2.776,2.732162458836443,0.3446761800219539
14710,4.7143,26.0,1516.0,32.78,-117.07,2.683,2.45712401055409,0.4109498680738786
14711,4.625,21.0,984.0,32.78,-117.08,2.228,2.9664634146341466,0.5040650406504066
